movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,releaseDate,smallLensRatingCount,smallLensRatingAvg,title,genres,smallLensTagCount
4228,tt0125022,10833.0,"","","","","","","",10,2.15,Heartbreakers (2001),Comedy|Crime|Romance,""
4229,tt0239949,20309.0,"","","","","","","",4,2.125,Say It Isn't So (2001),Comedy|Romance,""
4231,tt0244970,12658.0,Movie,27203,10,1,6.0,PG-13,2001-03-30,5,3.5,Someone Like You (2001),Comedy|Romance,""
4232,tt0227538,10054.0,Movie,124903,10,1,5.6,PG,2001-03-30,28,2.9464285714285716,Spy Kids (2001),Action|Adventure|Children|Comedy,1
4233,tt0246989,10646.0,Movie,19291,10,1,5.3,R,2001-03-30,6,2.0,Tomcats (2001),Comedy,""
4234,tt0236784,2575.0,Movie,30713,10,1,6.1,R,2001-03-30,5,3.2,"Tailor of Panama, The (2001)",Drama|Thriller,""
4235,tt0245712,55.0,Movie,249579,10,1,8.1,R,2001-04-13,23,3.9347826086956523,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,""
4236,tt0206187,65075.0,Movie,846,10,1,6.7,R,2000-04-15,1,3.5,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,""
4237,tt0247380,44379.0,Movie,8462,10,1,7.7,Not Rated,2000-07-07,1,4.0,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,""
4238,tt0164334,2043.0,Movie,94186,10,1,6.4,R,2001-04-06,17,3.1470588235294117,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,""
4239,tt0221027,4133.0,Movie,271218,10,1,7.5,R,2001-04-06,51,3.8137254901960786,Blow (2001),Crime|Drama,""
4240,tt0189192,56715.0,Movie,19945,10,1,5.7,PG-13,2001-04-06,1,2.0,Just Visiting (2001),Comedy|Fantasy,""
4241,tt0266860,10991.0,"","","","","","","",5,2.1,Pokémon 3: The Movie (2001),Animation|Children,""
4242,tt0221889,15940.0,Movie,3887,10,1,5.8,R,2001-01-19,1,2.0,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,""
4243,tt0268200,26791.0,Movie,1579,10,1,6.8,PG-13,2001-03-30,1,4.0,Brigham City (2001),Crime|Drama|Mystery,""
4246,tt0243155,634.0,Movie,256872,10,1,6.8,R,2001-04-13,65,3.623076923076923,Bridget Jones's Diary (2001),Comedy|Drama|Romance,1
4247,tt0245686,10956.0,"","","","","","","",21,2.380952380952381,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,""
4248,tt0236348,19366.0,"","","","","","","",6,1.75,Josie and the Pussycats (2001),Comedy,""
4251,tt0221073,9519.0,Movie,40808,10,1,7.1,R,2000-08-03,1,2.0,Chopper (2000),Drama|Thriller,""
4252,tt0255094,13898.0,"","","","","","","",2,3.25,"Circle, The (Dayereh) (2000)",Drama,""
4254,tt0231402,9290.0,Movie,25912,10,1,4.8,PG,2001-04-20,13,2.1923076923076925,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,""
4255,tt0240515,13166.0,Movie,50532,10,1,4.6,R,2001-04-20,10,2.2,Freddy Got Fingered (2001),Comedy,""
4256,tt0240402,32590.0,"","","","","","","",3,3.6666666666666665,"Center of the World, The (2001)",Drama,""
4259,tt0211492,52654.0,Movie,4641,10,1,6.8,PG-13,2000-09-08,4,3.5,"Luzhin Defence, The (2000)",Drama|Romance,1
4260,tt0199129,70282.0,Movie,283,10,1,6.3,R,2001-04-20,1,2.0,"Visit, The (2000)",Drama,""
4262,tt0086250,111.0,Movie,892179,10,1,8.3,18+,1983-12-09,67,3.9328358208955225,Scarface (1983),Action|Crime|Drama,1
4263,tt0055895,32488.0,"","","","","","","",2,4.0,Days of Wine and Roses (1962),Drama,1
4265,tt0132245,10477.0,Movie,42600,10,1,4.6,PG-13,2001-04-27,5,3.0,Driven (2001),Action|Thriller,""
4267,tt0203755,2144.0,Movie,31097,10,1,6.2,R,2001-04-27,5,3.4,One Night at McCool's (2001),Comedy,""
4268,tt0141907,24113.0,"","","","","","","",2,2.5,Town & Country (2001),Comedy,""
4270,tt0209163,1734.0,Movie,340571,10,1,6.4,PG-13,2001-05-04,45,3.088888888888889,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,""
4273,tt0240913,4973.0,Movie,11293,10,1,7.0,Unrated,2001-05-04,2,4.5,Under the Sand (2000),Drama,""
4275,tt0085811,849.0,Movie,35548,10,1,6.1,PG,1983-07-29,5,2.9,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,""
4276,tt0089504,27223.0,"","","","","","","",2,2.5,Lost in America (1985),Comedy,""
4278,tt0025913,39266.0,"","","","","","","",3,4.166666666666667,Triumph of the Will (Triumph des Willens) (1934),Documentary,""
4280,tt0084917,11307.0,Movie,28671,10,1,7.1,R,1982-07-23,9,3.5555555555555554,"World According to Garp, The (1982)",Comedy|Drama|Romance,""
4282,tt0064940,11163.0,Movie,16963,10,1,6.8,R,1970-03-11,1,3.5,Fellini Satyricon (1969),Drama|Fantasy,""
4284,tt0060429,18691.0,"","","","","","","",1,3.0,Frankie and Johnny (1966),Comedy,""
4285,tt0101912,3784.0,Movie,33574,10,1,6.7,R,1991-10-11,3,2.8333333333333335,Frankie and Johnny (1991),Comedy|Romance,""
4289,tt0080539,11936.0,"","","","","","","",3,2.8333333333333335,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,""
4290,tt0101902,25221.0,Movie,5980,10,1,6.3,R,1991-11-27,1,2.0,For the Boys (1991),Comedy|Drama|Musical,""
4291,tt0080319,19494.0,Movie,37935,10,1,6.9,PG,1980-12-19,11,2.727272727272727,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,""
4292,tt0079638,40842.0,Movie,12541,10,1,7.3,PG,1979-03-02,2,3.5,Norma Rae (1979),Drama,1
4293,tt0090098,19357.0,"","","","","","","",4,2.5,Summer Rental (1985),Comedy,""
4294,tt0045464,33743.0,Movie,4381,10,1,6.7,G,1953-07-01,2,4.0,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,""
4296,tt0066011,9062.0,Movie,36349,10,1,6.9,PG,1970-12-16,2,3.0,Love Story (1970),Drama|Romance,1
4297,tt0093713,11174.0,Movie,11601,10,1,7.8,PG-13,1988-12-21,2,3.75,Pelle the Conqueror (Pelle erobreren) (1987),Drama,""
4298,tt0048021,934.0,Movie,36238,10,1,8.1,Not Rated,1956-06-05,2,4.75,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,""
4299,tt0183790,9476.0,Movie,197499,10,1,6.9,PG-13,2001-05-11,41,3.341463414634146,"Knight's Tale, A (2001)",Action|Comedy|Romance,""
4300,tt0212826,37691.0,Movie,6001,10,1,7.0,R,2000-10-25,3,4.0,Bread and Roses (2000),Drama,""
4304,tt0256408,14268.0,Movie,3449,10,1,7.1,R,2001-06-01,5,3.6,Startup.com (2001),Documentary,""
4305,tt0225071,5852.0,Movie,25436,10,1,5.7,R,2001-05-18,4,1.625,Angel Eyes (2001),Romance|Thriller,""
4306,tt0126029,808.0,Movie,715607,10,1,7.9,PG,2001-05-18,170,3.8676470588235294,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,1
4307,tt0206742,49453.0,Movie,2135,10,1,6.4,R,2000-09-06,1,4.5,"Fast Food, Fast Women (2000)",Comedy|Romance,""
4308,tt0203009,824.0,"","","","","","","",55,3.590909090909091,Moulin Rouge (2001),Drama|Musical|Romance,""
4310,tt0213149,676.0,Movie,346696,10,1,6.2,PG-13,2001-05-25,43,2.9651162790697674,Pearl Harbor (2001),Action|Drama|Romance|War,""
4312,tt0210727,26813.0,Movie,5625,10,1,7.4,"",2001-06-22,2,3.5,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,1
4313,tt0206917,29572.0,Movie,16244,10,1,6.1,R,2001-07-27,2,3.5,"Man Who Cried, The (2000)",Drama,""
4316,tt0077716,50541.0,Movie,3862,10,1,6.5,PG,1978-12-31,2,2.0,Ice Castles (1978),Drama,1
4317,tt0102343,26255.0,"","","","","","","",3,2.5,Love Potion #9 (1992),Comedy|Romance,""
4321,tt0101587,1406.0,"","","","","","","",31,3.370967741935484,City Slickers (1991),Comedy|Western,""
4322,tt0095082,13554.0,Movie,21575,10,1,7.2,PG,1989-06-29,10,3.75,Eight Men Out (1988),Drama,""
4323,tt0052902,17664.0,"","","","","","","",1,4.0,"Horse Soldiers, The (1959)",Adventure|War|Western,""
4325,tt0054130,41050.0,Movie,23453,10,1,8.0,Not Rated,1962-02-19,1,4.0,"Night, The (Notte, La) (1960)",Drama,""
4326,tt0095647,1632.0,Movie,107141,10,1,7.8,R,1989-01-27,11,3.590909090909091,Mississippi Burning (1988),Crime|Drama|Thriller,2
4327,tt0054047,966.0,Movie,100421,10,1,7.7,Approved,1960-10-12,16,3.59375,"Magnificent Seven, The (1960)",Adventure|Western,""
4329,tt0053221,301.0,Movie,66735,10,1,8.0,Passed,1959-04-04,3,3.6666666666666665,Rio Bravo (1959),Western,""
4333,tt0094142,11896.0,Movie,39517,10,1,6.3,PG-13,1987-12-11,10,3.2,Throw Momma from the Train (1987),Comedy|Crime,1
4334,tt0244316,25538.0,Movie,27362,10,1,8.1,Not Rated,2000-12-16,5,4.6,Yi Yi (2000),Drama,""
4337,tt0060934,5923.0,Movie,16020,10,1,7.5,PG-13,1966-12-20,2,3.5,"Sand Pebbles, The (1966)",Drama|Romance|War,""
4338,tt0041996,15497.0,"","","","","","","",1,4.5,Twelve O'Clock High (1949),Drama|War,""
4339,tt0059885,21876.0,Movie,14909,10,1,7.1,Approved,1965-06-23,4,3.75,Von Ryan's Express (1965),Action|Adventure|Drama|War,""
4340,tt0255798,11090.0,Movie,62650,10,1,4.8,PG-13,2001-06-01,11,2.1363636363636362,"Animal, The (2001)",Comedy,""
4342,tt0212815,21056.0,Movie,4825,10,1,7.3,PG-13,2000-04-18,1,4.5,Big Eden (2000),Drama|Romance,""
4343,tt0251075,9397.0,Movie,134228,10,1,6.1,PG-13,2001-06-08,27,3.037037037037037,Evolution (2001),Comedy|Sci-Fi,2
4344,tt0244244,9705.0,"","","","","","","",34,3.1029411764705883,Swordfish (2001),Action|Crime|Drama,""
4345,tt0254099,26475.0,"","","","","","","",3,4.0,"Anniversary Party, The (2001)",Drama,""
4347,tt0234288,29937.0,Movie,5328,10,1,7.6,PG-13,2000-03-16,3,3.8333333333333335,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,1
4349,tt0065528,10364.0,Movie,26166,10,1,7.1,R,1970-06-24,8,3.75,Catch-22 (1970),Comedy|War,""
4350,tt0116344,32458.0,Movie,6260,10,1,7.4,"",1997-10-03,2,4.25,Forgotten Silver (1996),Comedy|Documentary,""
4351,tt0102685,1089.0,Movie,196416,10,1,7.3,R,1991-07-12,16,3.25,Point Break (1991),Action|Crime|Thriller,""
4353,tt0086508,9967.0,Movie,11413,10,1,6.3,R,1983-12-16,1,3.0,Uncommon Valor (1983),Action|War,""
4354,tt0105699,17494.0,Movie,18485,10,1,6.4,R,1992-06-26,1,2.5,Unlawful Entry (1992),Crime|Thriller,""
4355,tt0092272,17465.0,Movie,15532,10,1,6.2,R,1986-01-31,2,2.0,Youngblood (1986),Action|Drama,""
4356,tt0045810,759.0,"","","","","","","",5,3.8,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,1
4357,tt0045891,10297.0,"","","","","","","",1,4.5,How to Marry a Millionaire (1953),Comedy|Drama|Romance,""
4359,tt0048605,10653.0,Movie,41571,10,1,7.1,Not Rated,1955-07-02,8,3.375,"Seven Year Itch, The (1955)",Comedy,1
4361,tt0084805,9576.0,"","","","","","","",32,3.421875,Tootsie (1982),Comedy|Romance,1
4366,tt0230011,10865.0,Movie,130332,10,1,6.9,PG,2001-06-15,19,3.3421052631578947,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,""
4367,tt0146316,1995.0,Movie,216294,10,1,5.7,PG-13,2001-06-15,40,2.9,Lara Croft: Tomb Raider (2001),Action|Adventure,""
4368,tt0240462,10808.0,Movie,46781,10,1,4.7,PG,2001-06-22,11,2.3636363636363638,Dr. Dolittle 2 (2001),Comedy,""
4369,tt0232500,9799.0,Movie,410141,10,1,6.8,PG-13,2001-06-22,45,3.066666666666667,"Fast and the Furious, The (2001)",Action|Crime|Thriller,""
4370,tt0212720,644.0,Movie,318764,10,1,7.2,PG-13,2001-06-29,56,3.3392857142857144,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,5
4371,tt0255819,16161.0,Movie,16043,10,1,6.4,R,2001-06-27,1,0.5,Baby Boy (2001),Crime|Drama,""
4372,tt0250224,10691.0,Movie,25383,10,1,6.4,PG-13,2001-06-29,5,3.4,Crazy/Beautiful (2001),Drama|Romance,""
4373,tt0258038,10615.0,Movie,14872,10,1,5.3,PG-13,2001-06-29,3,3.1666666666666665,Pootie Tang (2001),Comedy,""
4374,tt0212517,47596.0,"","","","","","","",1,4.5,Let It Snow (1999),Comedy|Romance,""
4378,tt0203119,11826.0,Movie,65167,10,1,7.3,R,2001-07-13,14,3.7142857142857144,Sexy Beast (2000),Crime|Drama,""
4380,tt0203632,9301.0,Movie,14878,10,1,7.4,R,2000-10-12,7,3.857142857142857,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,1
4381,tt0243493,11444.0,Movie,18158,10,1,7.0,R,2001-08-10,4,3.375,"Closet, The (Placard, Le) (2001)",Comedy,""
4383,tt0228786,60670.0,Movie,64625,10,1,6.9,R,2001-07-13,5,3.5,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,""
4384,tt0246765,55551.0,Movie,2044,10,1,7.2,Not Rated,2000-09-27,1,3.0,Lumumba (2000),Drama,""
4386,tt0239395,10992.0,Movie,61759,10,1,5.1,PG,2001-07-04,11,2.8181818181818183,Cats & Dogs (2001),Children|Comedy,""
4387,tt0271027,2140.0,Movie,65876,10,1,6.6,R,2001-07-06,9,3.7777777777777777,Kiss of the Dragon (2001),Action,""
4388,tt0257106,4248.0,"","","","","","","",26,2.6538461538461537,Scary Movie 2 (2001),Comedy,""
4389,tt0245238,17612.0,Movie,22043,10,1,6.8,R,2001-09-20,4,3.625,Lost and Delirious (2001),Drama,""
4390,tt0249380,3134.0,Movie,18353,10,1,4.4,Not Rated,2000-06-28,2,3.5,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,""
4392,tt0099012,8217.0,Movie,15066,10,1,6.6,PG-13,1991-01-10,3,3.0,Alice (1990),Comedy|Drama|Fantasy|Romance,""
4393,tt0094663,22478.0,Movie,14736,10,1,7.2,PG,1988-11-18,1,4.5,Another Woman (1988),Drama,""
4394,tt0058953,26483.0,"","","","","","","",1,1.5,Beach Blanket Bingo (1965),Comedy|Musical,""
4395,tt0052216,24382.0,Movie,11222,10,1,7.9,Not Rated,1958-10-02,1,4.0,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,""
4396,tt0082136,11286.0,"","","","","","","",10,2.75,"Cannonball Run, The (1981)",Action|Comedy,1
4397,tt0087032,11950.0,Movie,17110,10,1,5.0,PG,1984-06-29,2,2.5,Cannonball Run II (1984),Action|Comedy,""
4399,tt0058249,36245.0,Movie,9638,10,1,7.4,Not Rated,1965-03-09,2,3.75,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,""
4402,tt0059124,26573.0,Movie,2573,10,1,5.1,TV-PG,1965-11-06,1,5.0,Dr. Goldfoot and the Bikini Machine (1965),Comedy,""
4403,tt0053925,23439.0,Movie,15051,10,1,6.9,Approved,1960-09-23,2,3.0,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,""
4404,tt0016847,10728.0,"","","","","","","",1,4.0,Faust (1926),Drama|Fantasy|Horror,1
4406,tt0056217,11697.0,Movie,80624,10,1,8.1,Approved,1962-04-22,5,4.4,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,""
4407,tt0091886,6106.0,Movie,22726,10,1,7.4,R,1986-04-23,1,4.5,Salvador (1986),Drama|Thriller|War,""
4408,tt0093940,22477.0,Movie,10276,10,1,6.5,PG,1987-12-18,1,3.5,September (1987),Drama,""
4409,tt0105378,19200.0,Movie,17900,10,1,6.7,PG-13,1992-03-20,3,3.3333333333333335,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,""
4410,tt0091983,11300.0,Movie,20462,10,1,6.9,R,1986-11-07,1,4.0,Something Wild (1986),Comedy|Crime|Drama,""
4412,tt0069372,28650.0,Movie,2865,10,1,4.5,PG,1972-07-19,2,0.75,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,""
4419,tt0047811,43316.0,Movie,16169,10,1,7.6,Passed,1955-12-25,4,4.25,All That Heaven Allows (1955),Drama|Romance,""
4420,tt0046754,34689.0,Movie,12166,10,1,6.9,Not Rated,1954-09-30,1,3.0,"Barefoot Contessa, The (1954)",Drama,""
4422,tt0069467,10238.0,Movie,36216,10,1,8.0,R,1973-03-05,2,4.0,Cries and Whispers (Viskningar och rop) (1972),Drama,""
4424,tt0065777,4789.0,Movie,7472,10,1,7.3,R,1971-12-16,3,3.6666666666666665,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,""
4426,tt0048261,18030.0,Movie,21659,10,1,7.5,Not Rated,1955-04-28,2,4.0,Kiss Me Deadly (1955),Film-Noir,""
4427,tt0063227,18988.0,Movie,33359,10,1,7.9,PG,1968-10-30,9,3.6666666666666665,"Lion in Winter, The (1968)",Drama,""
4428,tt0055184,11536.0,Movie,22731,10,1,7.2,Not Rated,1961-02-01,2,3.25,"Misfits, The (1961)",Comedy|Drama|Romance|Western,""
4429,tt0049513,10339.0,"","","","","","","",2,4.5,Moby Dick (1956),Drama,""
4432,tt0051036,976.0,Movie,34832,10,1,8.0,Approved,1957-07-04,4,4.125,Sweet Smell of Success (1957),Drama|Film-Noir,""
4433,tt0049966,69605.0,"","","","","","","",2,4.25,Written on the Wind (1956),Drama,""
4434,tt0059095,65632.0,"","","","","","","",1,4.0,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,""
4436,tt0074991,4780.0,Movie,11334,10,1,6.7,PG,1976-09-13,1,3.0,Obsession (1976),Mystery|Thriller,""
4437,tt0076786,11906.0,Movie,102586,10,1,7.3,R,1977-08-12,8,3.9375,Suspiria (1977),Horror,""
4438,tt0068767,11713.0,Movie,32956,10,1,7.2,R,1972-09-09,3,3.8333333333333335,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,""
4439,tt0082176,9589.0,Movie,28242,10,1,7.5,R,1981-04-02,4,3.625,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,""
4440,tt0067824,12481.0,Movie,28871,10,1,6.9,R,1972-10-05,2,3.75,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,""
4441,tt0077594,13333.0,"","","","","","","",3,4.166666666666667,Game of Death (1978),Action,""
4442,tt0089461,13938.0,"","","","","","","",3,2.6666666666666665,"Last Dragon, The (1985)",Action|Comedy|Drama,""
4443,tt0082869,10540.0,Movie,31757,10,1,6.6,R,1981-05-22,2,2.75,Outland (1981),Action|Sci-Fi|Thriller,""
4444,tt0068935,9462.0,Movie,40093,10,1,7.2,R,"",3,4.166666666666667,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,""
4445,tt0163862,82623.0,Movie,791,10,1,4.8,"",1998-10-23,1,4.0,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,""
4446,tt0173840,2114.0,"","","","","","","",31,3.3548387096774195,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,1
4447,tt0250494,8835.0,Movie,238601,10,1,6.4,PG-13,2001-07-13,64,3.15625,Legally Blonde (2001),Comedy|Romance,1
4448,tt0227445,11371.0,Movie,132464,10,1,6.8,R,2001-07-13,20,3.55,"Score, The (2001)",Action|Drama,2
4449,tt0262210,78248.0,Movie,197,10,1,6.9,Unrated,2001-09-21,1,2.0,Adanggaman (2000),Drama,""
4450,tt0242193,9517.0,"","","","","","","",7,3.642857142857143,Bully (2001),Crime|Drama|Thriller,""
4451,tt0273300,25985.0,Movie,1476,10,1,7.1,PG,2001-11-09,1,3.5,Jump Tomorrow (2001),Comedy|Drama|Romance,""
4452,tt0227005,15745.0,Movie,19166,10,1,6.3,R,2001-08-31,6,2.6666666666666665,Made (2001),Comedy,""
4453,tt0245280,24977.0,Movie,2338,10,1,7.4,Not Rated,2000-05-05,1,3.5,Michael Jordan to the Max (2000),Documentary|IMAX,""
4454,tt0188913,36107.0,Movie,6060,10,1,8.1,"",1998-11-23,1,5.0,More (1998),Animation|Drama|Sci-Fi|IMAX,7
4458,tt0109049,13794.0,Movie,699,10,1,7.3,Not Rated,1994-04-01,1,4.0,Africa: The Serengeti (1994),Documentary|IMAX,""
4459,tt0130445,13795.0,Movie,583,10,1,7.1,"",1997-04-11,1,4.0,Alaska: Spirit of the Wild (1997),Documentary|IMAX,""
4462,tt0094593,38965.0,Movie,4902,10,1,5.7,PG,1988-04-08,2,1.5,18 Again! (1988),Comedy|Fantasy,""
4463,tt0094594,47817.0,Movie,3940,10,1,5.7,R,1988-11-18,1,2.0,1969 (1988),Drama|War,""
4464,tt0094606,31052.0,Movie,17029,10,1,6.7,PG,1989-01-06,5,3.6,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,""
4465,tt0094608,10868.0,Movie,38745,10,1,7.1,R,1988-10-14,5,3.7,"Accused, The (1988)",Drama,1
4466,tt0094602,9395.0,Movie,34020,10,1,6.0,R,1988-04-22,2,2.5,Above the Law (1988),Action|Crime|Drama,""
4467,tt0096764,14506.0,Movie,55927,10,1,7.1,PG,1989-03-10,13,3.769230769230769,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,""
4470,tt0094675,2.0,Movie,7483,10,1,7.5,Not Rated,"",2,3.0,Ariel (1988),Drama,""
4471,tt0094678,26044.0,Movie,6680,10,1,4.6,PG,1988-07-08,3,1.5,Arthur 2: On the Rocks (1988),Comedy|Romance,""
4473,tt0094712,14911.0,"","","","","","","",1,3.0,Bat*21 (1988),Drama|War,""
4474,tt0094715,15592.0,Movie,28385,10,1,7.0,PG-13,1989-01-13,5,2.9,Beaches (1988),Comedy|Drama|Musical,""
4475,tt0094716,15267.0,Movie,10447,10,1,7.3,R,1988-09-07,1,4.0,"Beast of War, The (Beast, The) (1988)",Drama|War,""
4476,tt0094739,12710.0,Movie,15177,10,1,6.4,PG,1988-06-10,3,2.3333333333333335,Big Business (1988),Comedy,1
4477,tt0094744,30502.0,Movie,9997,10,1,5.1,PG,1988-07-22,8,1.9375,Big Top Pee-Wee (1988),Adventure|Children|Comedy,1
4478,tt0094746,19382.0,Movie,16336,10,1,6.6,PG-13,1988-03-25,2,3.5,Biloxi Blues (1988),Comedy|Drama,""
4480,tt0094761,9599.0,Movie,42034,10,1,6.6,R,1988-08-05,3,2.8333333333333335,"Blob, The (1988)",Horror|Sci-Fi,""
4482,tt0094799,17170.0,"","","","","","","",3,3.1666666666666665,"Bright Lights, Big City (1988)",Drama,""
4483,tt0094824,18509.0,Movie,16323,10,1,3.8,PG,1988-07-22,3,1.5,Caddyshack II (1988),Comedy,""
4484,tt0094828,110428.0,Movie,7188,10,1,7.2,R,1989-12-21,2,3.75,Camille Claudel (1988),Drama,""
4487,tt0094889,7520.0,Movie,90275,10,1,5.9,R,1988-07-29,11,2.9545454545454546,Cocktail (1988),Drama|Romance,""
4488,tt0094894,10126.0,Movie,29142,10,1,6.7,R,1988-04-29,3,3.3333333333333335,Colors (1988),Action|Crime|Drama,""
4489,tt0094898,9602.0,Movie,219049,10,1,7.1,R,1988-06-29,24,3.4583333333333335,Coming to America (1988),Comedy|Romance,2
4490,tt0094910,23752.0,Movie,5478,10,1,5.8,R,1988-01-15,1,2.0,"Couch Trip, The (1988)",Comedy,""
4492,tt0090887,3980.0,Movie,38591,10,1,6.1,PG-13,1986-04-11,3,3.0,Critters (1986),Comedy|Sci-Fi,""
4495,tt0094921,27397.0,Movie,4841,10,1,6.9,PG,1988-09-16,1,5.0,Crossing Delancey (1988),Comedy|Romance,1
4496,tt0094933,9748.0,Movie,10795,10,1,6.1,R,1988-03-18,1,3.5,D.O.A. (1988),Film-Noir|Mystery|Thriller,""
4497,tt0094961,40095.0,Movie,9020,10,1,6.1,R,1988-05-06,1,3.0,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,""
4498,tt0094963,10651.0,Movie,48106,10,1,6.3,R,1988-07-13,6,3.0,"Dead Pool, The (1988)",Action|Crime|Thriller,""
4499,tt0095031,10141.0,Movie,76392,10,1,7.4,PG,1988-12-14,16,4.125,Dirty Rotten Scoundrels (1988),Comedy,""
4500,tt0092929,27362.0,Movie,10713,10,1,7.2,R,"",1,4.0,Drowning by Numbers (1988),Comedy|Drama,""
4502,tt0095107,26386.0,Movie,12295,10,1,5.7,PG,1988-11-11,4,1.625,Ernest Saves Christmas (1988),Children|Comedy,""
4504,tt0095145,25884.0,Movie,3331,10,1,5.5,PG-13,1988-10-28,1,1.5,Feds (1988),Comedy,""
4505,tt0095169,26355.0,Movie,5023,10,1,5.9,PG-13,1988-01-15,1,3.0,For Keeps (1988),Drama|Romance,""
4506,tt0095174,10675.0,Movie,56809,10,1,6.9,R,1988-02-26,3,3.1666666666666665,Frantic (1988),Crime|Mystery|Thriller,""
4508,tt0095243,10130.0,Movie,28632,10,1,7.0,PG-13,1988-10-07,8,3.5,Gorillas in the Mist (1988),Drama,""
4509,tt0095253,2617.0,"","","","","","","",5,2.9,"Great Outdoors, The (1988)",Comedy,""
4511,tt0095304,21362.0,Movie,10414,10,1,5.7,PG-13,1988-11-18,1,2.0,High Spirits (1988),Comedy,""
4516,tt0095409,20443.0,Movie,7182,10,1,4.6,R,1988-03-25,2,3.0,Johnny Be Good (1988),Comedy,""
4517,tt0095484,49365.0,"","","","","","","",2,1.75,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,""
4518,tt0095488,11347.0,Movie,14459,10,1,6.0,R,1988-10-21,4,3.75,The Lair of the White Worm (1988),Comedy|Horror,""
4519,tt0095489,12144.0,"","","","","","","",9,3.3333333333333335,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,""
4520,tt0095519,13704.0,Movie,22126,10,1,6.3,PG-13,1988-07-06,3,2.3333333333333335,License to Drive (1988),Comedy,""
4521,tt0095532,12505.0,Movie,5924,10,1,5.9,PG,1988-03-18,1,3.0,Little Nikita (1988),Drama,""
4522,tt0095599,41963.0,Movie,4195,10,1,6.1,R,1988-03-11,1,1.0,Masquerade (1988),Mystery|Romance|Thriller,""
4523,tt0095638,13482.0,Movie,6717,10,1,6.8,R,1988-03-18,2,3.5,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,""
4524,tt0095654,34014.0,Movie,6655,10,1,6.0,PG-13,1988-09-09,1,3.0,Moon Over Parador (1988),Comedy,""
4526,tt0095687,12120.0,Movie,27383,10,1,5.4,PG-13,1988-12-09,5,3.1,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,1
4527,tt0095736,47818.0,Movie,3005,10,1,5.5,R,1988-02-26,2,2.5,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,""
4529,tt0095801,3543.0,Movie,14778,10,1,7.4,PG,1988-04-22,4,3.875,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,""
