movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title,genres,smallLensTagCount,releaseYear,releaseMonth
1459,tt0118548,66,movie,58967,10,1,6.7,r,12,2.67,absolute power (1997),mystery|thriller,"",1997,02
1460,tt0120317,20735,"","","","","","",2,3.25,that darn cat (1997),children|comedy|mystery,"","",""
1461,tt0120434,11419,movie,52211,10,1,5.9,pg,8,2.31,vegas vacation (national lampoon's las vegas vacation) (1997),comedy,"",1997,02
1464,tt0116922,638,movie,150239,10,1,7.6,r,17,3.26,lost highway (1997),crime|drama|fantasy|film-noir|mystery|romance,"",1997,01
1465,tt0120036,25624,movie,8742,10,1,7.2,r,3,3.33,rosewood (1997),action|drama,"",1997,02
1466,tt0119008,9366,movie,324815,10,1,7.7,r,52,3.74,donnie brasco (1997),crime|drama,1,1997,02
1468,tt0118750,21915,movie,9344,10,1,5.4,r,5,2.6,booty call (1997),comedy|romance,"",1997,02
1473,tt0118702,19952,"","","","","","",1,4.0,best men (1997),action|comedy|crime|drama,"","",""
1474,tt0119432,9446,movie,25488,10,1,5.2,pg,11,2.14,jungle2jungle (a.k.a. jungle 2 jungle) (1997),children|comedy,1,1997,03
1475,tt0116743,28005,"","","","","","",1,4.0,kama sutra: a tale of love (1996),romance,"","",""
1476,tt0119951,9403,movie,38671,10,1,6.9,r,26,3.54,private parts (1997),comedy|drama,"",1997,03
1477,tt0119572,27322,movie,5448,10,1,7.3,r,1,4.0,love jones (1997),romance,"",1997,03
1479,tt0120053,10003,movie,71367,10,1,6.2,pg-13,30,3.22,saint  the (1997),action|romance|sci-fi|thriller,"",1997,04
1480,tt0120152,9311,movie,14968,10,1,6.3,r,11,3.36,smilla's sense of snow (1997),drama|thriller,"",1997,02
1483,tt0115964,884,"","","","","","",11,3.09,crash (1996),drama|thriller,"","",""
1484,tt0116041,49806,movie,6618,10,1,7.0,r,3,3.67,daytrippers  the (1996),comedy|drama|mystery|romance,"",1997,03
1485,tt0119528,1624,movie,326702,10,1,6.9,pg-13,74,3.03,liar liar (1997),comedy,1,1997,03
1487,tt0120094,16052,movie,30939,10,1,6.8,pg,5,3.0,selena (1997),drama|musical,"",1997,03
1488,tt0118972,4477,"","","","","","",15,2.83,devil's own  the (1997),action|drama|thriller,"","",""
1489,tt0118829,24662,movie,8252,10,1,6.9,g,2,3.0,cats don't dance (1997),animation|children|musical,"",1997,03
1490,tt0118663,18423,movie,5747,10,1,4.7,pg-13,2,1.5,b*a*p*s (1997),comedy,"",1997,03
1493,tt0116931,76996,movie,2058,10,1,6.4,r,1,3.5,love and other catastrophes (1996),romance,"",1997,03
1495,tt0120389,6499,movie,9549,10,1,3.6,pg,2,2.0,turbo: a power rangers movie (1997),action|adventure|children,"",1997,03
1496,tt0118623,50512,movie,6104,10,1,6.2,pg-13,1,4.0,anna karenina (1997),drama|romance,1,1997,04
1497,tt0119013,9405,movie,36069,10,1,4.8,r,3,4.0,double team (1997),action,"",1997,04
1498,tt0119381,12723,movie,13732,10,1,6.4,r,5,3.0,inventing the abbotts (1997),drama|romance,"",1997,04
1499,tt0118615,9360,"","","","","","",27,1.93,anaconda (1997),action|adventure|thriller,"","",""
1500,tt0119229,9434,movie,98305,10,1,7.3,r,59,3.61,grosse pointe blank (1997),comedy|crime|romance,2,1997,04
1502,tt0116783,21626,movie,3952,10,1,6.4,"",2,2.5,kissed (1996),drama|romance,"",1997,04
1503,tt0118541,13982,movie,10937,10,1,5.4,r,4,3.0,8 heads in a duffel bag (1997),comedy,"",1997,04
1507,tt0119859,77223,movie,5829,10,1,6.8,r,1,3.5,paradise road (1997),drama|war,"",1997,04
1513,tt0120032,9611,"","","","","","",29,2.97,romy and michele's high school reunion (1997),comedy,1,"",""
1514,tt0116295,47694,movie,2018,10,1,6.7,r,1,3.0,temptress moon (feng yue) (1996),romance,"",1997,06
1515,tt0120461,10357,movie,80310,10,1,5.5,pg-13,15,2.1,volcano (1997),action|drama|thriller,"",1997,04
1516,tt0115886,9977,movie,2415,10,1,6.3,r,1,3.0,children of the revolution (1996),comedy,"",1997,04
1517,tt0118655,816,"","","","","","",100,3.54,austin powers: international man of mystery (1997),action|adventure|comedy,"","",""
1518,tt0118771,2163,movie,59807,10,1,7.0,r,13,3.35,breakdown (1997),action|thriller,"",1997,05
1519,tt0115760,124680,movie,731,10,1,6.4,nc-17,1,1.0,broken english (1996),drama,"",1997,05
1526,tt0119109,12499,movie,16284,10,1,5.2,pg-13,3,1.0,fathers' day (1997),comedy,"",1997,05
1527,tt0119116,18,movie,495181,10,1,7.6,pg-13,116,3.75,fifth element  the (1997),action|adventure|comedy|sci-fi,"",1997,05
1529,tt0119809,1811,movie,9950,10,1,6.5,r,3,3.33,nowhere (1997),comedy|drama,"",1997,05
1533,tt0117398,105045,movie,8429,10,1,7.7,not rated,2,4.5,promise  the (la promesse) (1996),drama,"",1997,05
1537,tt0117615,11239,movie,11505,10,1,7.7,pg,13,3.81,shall we dance? (shall we dansu?) (1996),comedy|drama|romance,1,1997,07
1541,tt0118556,2058,movie,25419,10,1,6.1,r,10,2.7,addicted to love (1997),comedy|romance,"",1997,05
1542,tt0115744,9450,"","","","","","",7,3.71,brassed off (1996),comedy|drama|romance,1,"",""
1544,tt0119567,330,movie,436653,10,1,6.5,pg-13,67,2.75,lost world: jurassic park  the (1997),action|adventure|sci-fi|thriller,1,1997,05
1545,tt0117359,38523,movie,4706,10,1,7.5,not rated,2,4.5,ponette (1996),drama,1,1997,03
1546,tt0117561,16375,movie,5976,10,1,6.7,not rated,1,3.5,schizopolis (1996),comedy,"",1997,04
1547,tt0120118,33660,movie,3673,10,1,6.3,pg,2,3.25,shiloh (1997),children|drama,"",1997,04
1549,tt0114303,45671,movie,2005,10,1,5.5,pg-13,1,4.0,rough magic (1995),drama|romance,"",1997,05
1550,tt0120373,17770,"","","","","","",4,2.25,trial and error (1997),comedy|romance,"","",""
1551,tt0118787,15170,"","","","","","",3,2.17,buddy (1997),adventure|children|drama,"","",""
1552,tt0118880,1701,movie,313339,10,1,6.9,r,59,3.03,con air (1997),action|adventure|thriller,"",1997,06
1554,tt0114134,26422,movie,13461,10,1,6.5,not rated,5,2.4,pillow book  the (1996),drama|romance,"",1997,06
1556,tt0120179,1639,movie,84825,10,1,3.9,pg-13,19,1.61,speed 2: cruise control (1997),action|romance|thriller,"",1997,06
1562,tt0118688,415,movie,264510,10,1,3.8,pg-13,42,2.21,batman & robin (1997),action|adventure|fantasy|thriller,"",1997,06
1564,tt0120034,65889,movie,3505,10,1,7.1,pg-13,2,4.0,for roseanna (roseanna's grave) (1997),comedy|drama|romance,"",1997,06
1565,tt0116502,11103,movie,8116,10,1,6.0,pg-13,1,4.0,head above water (1996),comedy|thriller,"",1997,06
1566,tt0119282,11970,movie,248433,10,1,7.3,g,31,3.45,hercules (1997),adventure|animation|children|comedy|musical,"",1997,06
1569,tt0119738,8874,movie,151190,10,1,6.3,pg-13,40,3.5,my best friend's wedding (1997),comedy|romance,3,1997,06
1571,tt0115856,11956,movie,3560,10,1,6.9,r,2,4.5,when the cat's away (chacun cherche son chat) (1996),comedy|romance,"",1997,06
1572,tt0057345,266,"","","","","","",2,3.0,contempt (mépris  le) (1963),drama,"","",""
1573,tt0119094,754,movie,393760,10,1,7.3,r,77,3.37,face/off (1997),action|crime|drama|thriller,1,1997,06
1574,tt0119098,37567,"","","","","","",1,1.0,fall (1997),romance,"","",""
1580,tt0119654,607,"","","","","","",165,3.49,men in black (a.k.a. mib) (1997),action|comedy|sci-fi,1,"",""
1581,tt0119848,18080,movie,9361,10,1,6.1,pg-13,3,2.17,out to sea (1997),comedy,"",1997,07
1582,tt0120512,38225,"","","","","","",5,2.6,wild america (1997),adventure|children,"","",""
1583,tt0120133,17834,"","","","","","",2,3.0,simple wish  a (1997),children|fantasy,"","",""
1584,tt0118884,686,movie,287694,10,1,7.5,pg,82,3.65,contact (1997),drama|sci-fi,"",1997,07
1585,tt0116930,65046,movie,1636,10,1,6.7,r,1,3.0,love serenade (1996),comedy,"",1997,08
1586,tt0119173,4421,movie,85423,10,1,6.0,r,22,2.8,g.i. jane (1997),action|drama,1,1997,08
1587,tt0082198,9387,movie,159097,10,1,6.9,r,31,3.26,conan the barbarian (1982),action|adventure|fantasy,"",1982,05
1588,tt0119190,10603,movie,83033,10,1,5.5,pg,20,3.08,george of the jungle (1997),children|comedy,"",1997,07
1589,tt0118887,2142,movie,103118,10,1,7.0,r,16,3.28,cop land (1997),action|crime|drama|thriller,"",1997,08
1590,tt0119081,8413,movie,192814,10,1,6.6,r,25,2.94,event horizon (1997),horror|sci-fi|thriller,"",1997,08
1591,tt0120177,10336,"","","","","","",26,2.63,spawn (1997),action|adventure|sci-fi|thriller,"","",""
1592,tt0118570,20737,movie,19054,10,1,5.3,pg,4,2.38,air bud (1997),children|comedy,"",1997,08
1593,tt0119896,9413,movie,21162,10,1,5.5,pg-13,6,2.83,picture perfect (1997),comedy|romance,"",1997,08
1594,tt0119361,14585,movie,14130,10,1,7.1,r,6,4.08,in the company of men (1997),comedy|drama,"",1997,08
1596,tt0118818,49462,movie,6159,10,1,7.1,r,3,4.33,career girls (1997),drama,"",1997,08
1597,tt0118883,8834,"","","","","","",43,2.94,conspiracy theory (1997),drama|mystery|romance|thriller,"","",""
1598,tt0118966,9458,movie,17566,10,1,6.1,r,4,2.5,desperate measures (1998),crime|drama|thriller,"",1998,01
1599,tt0120207,8854,"","","","","","",3,2.33,steel (1997),action,"","",""
1600,tt0120112,38295,"","","","","","",2,3.5,she's so lovely (1997),drama|romance,"","",""
1601,tt0119311,22073,movie,12170,10,1,6.3,r,3,2.33,hoodlum (1997),crime|drama|film-noir,"",1997,08
1602,tt0119509,37244,movie,4500,10,1,5.2,pg,4,1.75,leave it to beaver (1997),comedy,"",1997,08
1603,tt0119675,4961,movie,54627,10,1,6.0,r,13,2.46,mimic (1997),horror|sci-fi|thriller,"",1997,08
1604,tt0119695,9416,movie,30853,10,1,6.2,r,3,3.33,money talks (1997),action|comedy,"",1997,08
1605,tt0119086,26180,movie,14085,10,1,5.4,pg-13,4,2.75,excess baggage (1997),adventure|romance,"",1997,08
1606,tt0119484,17832,movie,8652,10,1,4.8,pg-13,3,2.33,kull the conqueror (1997),action|adventure,"",1997,08
1608,tt0118571,9772,movie,206466,10,1,6.5,r,58,3.34,air force one (1997),action|thriller,1,1997,07
1609,tt0118531,6072,"","","","","","",3,2.67,187 (one eight seven) (1997),drama|thriller,"","",""
1610,tt0099810,1669,movie,210311,10,1,7.5,pg,90,3.87,hunt for red october  the (1990),action|adventure|thriller,1,1990,03
1611,tt0102494,468,movie,60467,10,1,7.0,r,5,4.1,my own private idaho (1991),drama|romance,"",1991,07
1612,tt0119465,32519,"","","","","","",2,3.0,kiss me  guido (1997),comedy,"","",""
1613,tt0120197,108401,movie,1038,10,1,5.6,r,1,4.0,star maps (1997),drama,"",1997,07
1614,tt0119360,10806,movie,43542,10,1,6.4,pg-13,26,2.79,in & out (1997),comedy,"",1997,09
1615,tt0119051,9433,movie,77586,10,1,6.9,r,11,3.0,edge  the (1997),adventure|drama,"",1997,09
1616,tt0119874,6623,movie,60754,10,1,6.0,r,20,3.03,peacemaker  the (1997),action|thriller|war,"",1997,09
1617,tt0119488,2118,movie,604577,10,1,8.2,r,97,4.06,l.a. confidential (1997),crime|film-noir|mystery|thriller,1,1997,09
1619,tt0120102,978,movie,152491,10,1,7.1,pg-13,14,3.43,seven years in tibet (1997),adventure|drama|war,"",1997,10
1620,tt0119468,9437,"","","","","","",13,3.12,kiss the girls (1997),crime|drama|mystery|thriller,"","",""
1621,tt0120169,29461,movie,8772,10,1,7.0,r,2,3.25,soul food (1997),drama,"",1997,09
1623,tt0120524,10351,movie,24831,10,1,5.8,r,2,2.25,wishmaster (1997),horror,"",1997,09
1624,tt0120323,66588,movie,5747,10,1,6.1,r,2,1.75,thousand acres  a (1997),drama,"",1997,09
1625,tt0119174,2649,movie,419059,10,1,7.7,r,77,3.7,game  the (1997),drama|mystery|thriller,8,1997,09
1626,tt0119123,14289,movie,18827,10,1,5.1,r,3,2.67,fire down below (1997),action|drama|thriller,"",1997,09
1627,tt0120399,10155,"","","","","","",7,3.36,u turn (1997),crime|drama|mystery,"","",""
1629,tt0119632,20457,movie,5862,10,1,6.5,r,3,3.33,matchmaker  the (1997),comedy|romance,"",1997,10
1631,tt0118647,18355,movie,9846,10,1,6.8,r,1,5.0,assignment  the (1997),action|thriller,"",1997,09
1633,tt0120402,55306,movie,7471,10,1,7.0,r,5,4.0,ulee's gold (1997),drama,"",1997,07
1635,tt0119349,68924,movie,58921,10,1,7.3,r,17,3.88,ice storm  the (1997),drama,1,1997,11
1639,tt0118842,2255,movie,142335,10,1,7.2,r,52,3.58,chasing amy (1997),comedy|drama|romance,"",1997,04
1641,tt0119164,9427,movie,112353,10,1,7.2,r,56,3.76,full monty  the (1997),comedy|drama,"",1997,09
1642,tt0116631,172545,movie,870,10,1,6.5,r,2,1.75,indian summer (a.k.a. alive & kicking) (1996),comedy|drama,"",1997,07
1643,tt0119280,17589,"","","","","","",5,3.8,mrs. brown (a.k.a. her majesty  mrs. brown) (1997),drama|romance,2,"",""
1644,tt0119345,3597,movie,155672,10,1,5.8,r,32,2.11,i know what you did last summer (1997),horror|mystery|thriller,"",1997,10
1645,tt0118971,1813,movie,393611,10,1,7.5,r,51,3.41,the devil's advocate (1997),drama|mystery|thriller,1,1997,10
1646,tt0120029,36797,movie,10225,10,1,5.9,pg,7,2.14,rocketman (a.k.a. rocket man) (1997),children|comedy|romance|sci-fi,"",1997,10
1647,tt0119906,12628,movie,7888,10,1,5.6,r,3,2.5,playing god (1997),crime|drama|thriller,"",1997,10
1648,tt0119324,33344,movie,8471,10,1,6.5,r,4,3.5,house of yes  the (1997),comedy|drama,"",1997,10
1649,tt0119107,25099,"","","","","","",3,2.5,fast  cheap & out of control (1997),documentary,"","",""
1650,tt0120481,45019,movie,3591,10,1,6.7,pg,2,3.75,washington square (1997),drama,1,1997,10
1652,tt0120539,62422,movie,1950,10,1,6.6,r,1,4.5,year of the horse (1997),documentary,"",1997,10
1653,tt0119177,782,movie,317478,10,1,7.7,pg-13,86,3.95,gattaca (1997),drama|sci-fi|thriller,3,1997,10
1654,tt0119095,29911,movie,6260,10,1,6.5,pg,1,3.5,fairytale: a true story (1997),children|drama|fantasy,"",1997,10
1655,tt0119891,9827,movie,22066,10,1,5.4,r,1,4.0,phantoms (1998),drama|horror|thriller,"",1998,01
1656,tt0120257,1959,movie,3571,10,1,6.7,pg-13,1,4.0,swept from the sea (1997),drama|romance,"",1998,01
1658,tt0119535,8067,movie,36823,10,1,6.3,r,8,3.06,life less ordinary  a (1997),romance|thriller,"",1997,10
1659,tt0119338,125052,movie,1290,10,1,6.3,r,1,4.0,hurricane streets (1997),drama,"",1998,02
1660,tt0119080,45153,movie,11231,10,1,7.2,r,1,3.0,eve's bayou (1997),drama,"",1997,11
1661,tt0119210,10871,movie,14984,10,1,6.4,r,1,3.0,switchback (1997),crime|mystery|thriller,"",1997,10
1662,tt0118900,14398,movie,9726,10,1,6.4,r,2,3.0,gang related (1997),crime,"",1997,10
1663,tt0083131,10890,movie,78353,10,1,6.8,r,34,3.79,stripes (1981),comedy|war,1,1981,06
1665,tt0118689,1281,movie,109461,10,1,6.5,pg-13,16,2.97,bean (1997),comedy,"",1997,11
1667,tt0119592,9770,movie,20869,10,1,6.3,pg-13,5,2.1,mad city (1997),action|drama,"",1997,11
1670,tt0120490,14905,movie,7761,10,1,6.7,r,3,3.0,welcome to sarajevo (1997),drama|war,"",1997,11
1671,tt0119527,14583,movie,6934,10,1,6.5,r,1,3.0,deceiver (1997),crime|drama|thriller,"",1998,01
1672,tt0119978,11975,movie,81374,10,1,7.2,pg-13,12,3.38,rainmaker  the (1997),drama,1,1997,11
1673,tt0118749,4995,movie,277377,10,1,7.9,r,39,4.08,boogie nights (1997),drama,"",1997,10
1674,tt0090329,9281,movie,102136,10,1,7.4,r,40,3.65,witness (1985),drama|romance|thriller,1,1985,02
1675,tt0119365,45928,movie,4021,10,1,6.4,r,1,3.5,incognito (1997),crime|thriller,"",1998,03
1676,tt0120201,563,"","","","","","",80,3.33,starship troopers (1997),action|sci-fi,"","",""
1677,tt0118901,61337,"","","","","","",1,2.0,critical care (1997),comedy|drama,"","",""
1678,tt0107282,19931,movie,17927,10,1,7.7,r,10,3.5,joy luck club  the (1993),drama|romance,"",1993,10
1679,tt0118836,31535,movie,6433,10,1,2.3,pg-13,1,2.0,chairman of the board (1998),comedy,"",1998,09
1680,tt0120148,10215,movie,70537,10,1,6.7,pg-13,25,3.6,sliding doors (1998),drama|romance,1,1998,05
1681,tt0119707,9823,"","","","","","",7,1.93,mortal kombat: annihilation (1997),action|adventure|fantasy,"","",""
1682,tt0120382,37165,movie,1156773,10,1,8.2,pg,125,3.81,truman show  the (1998),comedy|drama|sci-fi,1,1998,06
1683,tt0120520,45609,movie,12901,10,1,7.1,r,6,4.42,wings of the dove  the (1997),drama|romance,1,1998,03
1684,tt0119723,38904,movie,4092,10,1,6.5,pg-13,4,3.5,mrs. dalloway (1997),drama|romance,"",1998,02
1685,tt0116592,45565,movie,2881,10,1,5.3,pg-13,1,3.0,i love you  i love you not (1996),drama|romance,"",1997,10
1686,tt0119994,9407,movie,18063,10,1,6.3,r,3,3.67,red corner (1997),crime|thriller,"",1997,10
1687,tt0119395,4824,movie,122301,10,1,6.4,r,18,3.22,jackal  the (1997),action|thriller,"",1997,11
1688,tt0118617,9444,movie,132762,10,1,7.1,g,20,3.35,anastasia (1997),adventure|animation|children|drama|musical,"",1997,11
1689,tt0120483,9414,"","","","","","",7,2.21,man who knew too little  the (1997),comedy|crime|thriller,"","",""
1690,tt0118583,8078,movie,258876,10,1,6.2,r,45,2.92,alien: resurrection (1997),action|horror|sci-fi,"",1997,11
1693,tt0118607,11831,movie,81474,10,1,7.3,r,19,3.5,amistad (1997),drama|mystery,"",1997,12
1694,tt0118632,2895,movie,14709,10,1,7.2,pg-13,7,3.0,apostle  the (1997),drama,"",1998,02
1695,tt0123385,39177,"","","","","","",2,4.0,artemisia (1997),drama,"","",""
1696,tt0118698,19601,movie,8679,10,1,7.1,nc-17,2,3.5,bent (1997),drama|war,"",1997,11
1699,tt0118804,22797,"","","","","","",2,4.0,butcher boy  the (1997),comedy|drama,"","",""
1701,tt0118954,2639,movie,47104,10,1,7.3,r,8,3.88,deconstructing harry (1997),comedy|drama,"",1998,01
1702,tt0119137,9574,movie,93337,10,1,5.3,pg,16,3.0,flubber (1997),children|comedy|fantasy,"",1997,11
1703,tt0119142,10371,movie,11875,10,1,5.8,pg-13,5,2.9,for richer or poorer (1997),comedy,"",1997,12
1704,tt0119217,489,movie,1030298,10,1,8.3,r,141,4.08,good will hunting (1997),drama|romance,3,1998,01
1707,tt0119303,9714,movie,123206,10,1,4.6,pg,8,1.88,home alone 3 (1997),children|comedy,"",1997,12
1711,tt0119668,8197,movie,40949,10,1,6.6,r,24,3.1,midnight in the garden of good and evil (1997),crime|drama|mystery,1,1997,11
1713,tt0119715,6283,movie,59364,10,1,6.5,pg,7,3.07,mouse hunt (1997),children|comedy,"",1997,12
1717,tt0120082,4233,movie,205306,10,1,6.3,r,31,2.92,scream 2 (1997),comedy|horror|mystery|thriller,3,1997,12
1718,tt0120222,191874,movie,243,10,1,5.3,r,2,3.25,stranger in the house (1997),thriller,"",1997,12
1719,tt0120255,10217,movie,36353,10,1,7.5,r,16,4.25,sweet hereafter  the (1997),drama,2,1997,11
1721,tt0120338,597,movie,1253109,10,1,7.9,pg-13,140,3.41,titanic (1997),drama|romance,2,1997,12
1722,tt0120347,714,"","","","","","",45,3.07,tomorrow never dies (1997),action|adventure|thriller,"","",""
1726,tt0119925,9922,movie,77063,10,1,6.1,r,13,2.69,postman  the (1997),action|adventure|drama|sci-fi,2,1997,12
1727,tt0119314,547,movie,42943,10,1,6.7,pg-13,4,3.75,horse whisperer  the (1998),drama|romance,"",1998,05
1729,tt0119396,184,movie,365898,10,1,7.5,r,48,3.7,jackie brown (1997),crime|drama|thriller,"",1997,12
1730,tt0119485,9746,movie,29900,10,1,7.0,pg-13,4,3.25,kundun (1997),drama,"",1998,01
1731,tt0119718,9438,"","","","","","",4,1.75,mr. magoo (1997),comedy,"","",""
1732,tt0118715,115,"","","","","","",106,3.92,big lebowski  the (1998),comedy|crime,32,"",""
1733,tt0118566,26941,movie,3755,10,1,6.0,r,4,4.5,afterglow (1997),drama|romance,"",1998,03
1734,tt0119590,27103,movie,8980,10,1,7.5,r,9,4.06,my life in pink (ma vie en rose) (1997),comedy|drama,"",1997,12
1735,tt0119223,9410,movie,56104,10,1,6.8,r,11,3.32,great expectations (1998),drama|romance,1,1998,01
1739,tt0118539,32302,movie,12256,10,1,2.9,pg,1,4.0,3 ninjas: high noon on mega mountain (1998),action|children|comedy,"",1998,06
1746,tt0120820,12538,movie,17451,10,1,6.0,r,1,2.0,senseless (1998),comedy,"",1998,02
1747,tt0120885,586,movie,87364,10,1,7.1,r,31,3.34,wag the dog (1997),comedy,"",1998,01
1748,tt0118929,2666,movie,209063,10,1,7.6,r,48,3.82,dark city (1998),adventure|film-noir|sci-fi|thriller,1,1998,02
1752,tt0120696,11258,movie,36834,10,1,5.9,r,4,2.5,hard rain (1998),action|crime|thriller,"",1998,01
1753,tt0120693,9490,movie,66778,10,1,6.6,r,16,3.59,half baked (1998),comedy,"",1998,01
1754,tt0119099,9411,movie,89950,10,1,7.0,r,15,3.5,fallen (1998),crime|drama|fantasy|thriller,"",1998,01
1755,tt0120122,25719,"","","","","","",5,4.1,shooting fish (1997),comedy|romance,"","",""
1757,tt0112913,11220,movie,47701,10,1,7.6,not rated,1,2.0,fallen angels (duo luo tian shi) (1995),drama|romance,"",1998,01
1759,tt0119815,21253,movie,5267,10,1,7.4,r,1,5.0,four days in september (o que é isso  companheiro?) (1997),drama,"",1998,01
1760,tt0120185,6116,movie,37387,10,1,3.6,pg,10,1.35,spice world (1997),comedy,"",1998,01
1762,tt0118956,9457,movie,40028,10,1,6.1,r,5,2.3,deep rising (1998),action|horror|sci-fi,"",1998,01
1767,tt0119734,39424,movie,5311,10,1,6.3,pg-13,2,3.0,music from another room (1998),drama|romance,"",1998,11
1769,tt0120008,11702,movie,30180,10,1,6.1,r,14,2.93,replacement killers  the (1998),action|crime|thriller,"",1998,02
1770,tt0120594,2923,movie,3556,10,1,5.9,r,2,2.5,b. monkey (1998),crime|romance|thriller,"",1999,07
1771,tt0119784,12238,movie,11702,10,1,6.0,r,1,4.0,night flier (1997),horror,"",1998,02
1772,tt0118747,11568,"","","","","","",12,2.71,blues brothers 2000 (1998),action|comedy|musical,"","",""
1777,tt0120888,11003,movie,159177,10,1,6.9,pg-13,56,3.42,wedding singer  the (1998),comedy|romance,1,1998,02
1779,tt0120184,10153,"","","","","","",23,2.76,sphere (1998),sci-fi|thriller,1,"",""
1783,tt0120782,30949,movie,8281,10,1,6.1,r,5,2.8,palmetto (1998),crime|drama|mystery|romance|thriller,"",1998,02
1784,tt0119822,2898,movie,313002,10,1,7.7,pg-13,96,3.7,as good as it gets (1997),comedy|drama|romance,"",1997,12
1785,tt0099939,9558,movie,40725,10,1,6.9,r,5,3.9,king of new york (1990),crime|thriller,"",1991,08
1791,tt0119594,26269,movie,13868,10,1,6.2,r,3,2.33,twilight (1998),crime|drama|thriller,"",1998,03
1792,tt0120873,11808,movie,111481,10,1,6.5,pg-13,23,3.02,u.s. marshals (1998),action|crime|thriller,"",1998,03
1793,tt0120491,6970,movie,2051,10,1,5.6,r,2,4.0,welcome to woop-woop (1997),comedy,"",1998,11
1794,tt0119574,47452,movie,4123,10,1,6.9,pg-13,1,3.0,love and death on long island (1997),comedy|drama,"",1998,03
1797,tt0120661,21736,movie,3356,10,1,7.0,unrated,6,4.25,everest (1998),documentary|imax,1,1998,03
1798,tt0118744,17941,"","","","","","",2,2.0,hush (1998),thriller,"","",""
1799,tt0120241,10668,"","","","","","",13,3.42,suicide kings (1997),comedy|crime|drama|mystery|thriller,"","",""
1801,tt0120744,9313,movie,175886,10,1,6.5,pg-13,25,3.5,man in the iron mask  the (1998),action|adventure|drama,1,1998,03
1804,tt0120769,42807,"","","","","","",3,3.0,newton boys  the (1998),crime|drama,"","",""
1805,tt0120890,617,movie,127760,10,1,6.6,r,31,3.02,wild things (1998),crime|drama|mystery|thriller,"",1998,03
1806,tt0125454,36568,movie,15986,10,1,6.5,pg,8,2.31,paulie (1998),adventure|children|comedy,"",1998,04
1807,tt0120642,37272,movie,3115,10,1,6.2,pg-13,1,3.0,cool  dry place  a (1998),drama,"",1999,01
1809,tt0119250,5910,movie,32449,10,1,7.7,"",6,4.0,fireworks (hana-bi) (1997),crime|drama,"",1998,03
1810,tt0119942,9440,movie,29798,10,1,6.7,r,11,3.5,primary colors (1998),comedy|drama,1,1998,03
1812,tt0120510,32911,movie,4476,10,1,5.9,pg,3,3.67,wide awake (1998),children|comedy|drama,"",1998,03
1816,tt0124179,32456,movie,8660,10,1,5.5,nc-17,3,2.0,two girls and a guy (1997),comedy|drama,"",1999,01
1821,tt0120772,17127,"","","","","","",6,2.67,object of my affection  the (1998),comedy|romance,"","",""
1824,tt0119305,17133,movie,4967,10,1,5.7,r,1,1.0,homegrown (1998),comedy|thriller,"",1998,04
1825,tt0119905,19848,movie,7172,10,1,5.8,r,1,3.5,the players club (1998),comedy|drama,"",1998,04
1826,tt0120598,17644,movie,3599,10,1,3.2,g,1,2.0,barney's great adventure (1998),adventure|children,"",1998,04
1827,tt0124295,1774,movie,8027,10,1,7.1,pg-13,3,3.33,big one  the (1997),comedy|documentary,"",1998,04
1829,tt0118851,30265,movie,3550,10,1,6.2,r,2,3.25,chinese box (1997),drama|romance,"",1998,04
1831,tt0120738,2157,"","","","","","",29,2.45,lost in space (1998),action|adventure|sci-fi,"","",""
1833,tt0120749,8838,"","","","","","",13,3.0,mercury rising (1998),action|drama|thriller,"","",""
1834,tt0120176,29193,movie,25464,10,1,7.2,pg,11,4.0,spanish prisoner  the (1997),crime|drama|mystery|thriller,1,1998,05
1835,tt0120632,795,"","","","","","",17,3.38,city of angels (1998),drama|fantasy|romance,"","",""
1836,tt0120728,16980,movie,14141,10,1,6.7,r,3,4.5,last days of disco  the (1998),comedy|drama,1,1998,06
1837,tt0120773,27472,movie,10546,10,1,6.4,pg-13,4,2.25,odd couple ii  the (1998),comedy,"",1998,04
1839,tt0120765,47881,"","","","","","",1,3.0,my giant (1998),comedy,"","",""
1840,tt0124718,9469,movie,50649,10,1,6.9,r,7,3.21,he got game (1998),drama,"",1998,05
1841,tt0119196,12488,movie,11531,10,1,5.7,r,1,3.0,gingerbread man  the (1998),drama|thriller,"",1998,01
1844,tt0118819,267,movie,33242,10,1,7.3,r,4,3.88,live flesh (carne trémula) (1997),drama|romance,"",1998,01
1845,tt0120906,16148,"","","","","","",15,3.97,zero effect (1998),comedy|mystery|thriller,"","",""
1848,tt0118755,9449,"","","","","","",12,3.04,borrowers  the (1997),adventure|children|comedy|fantasy,"","",""
1855,tt0120725,31220,movie,6288,10,1,5.1,pg-13,7,2.57,krippendorf's tribe (1998),comedy,"",1998,02
1856,tt0138563,13907,movie,7308,10,1,6.1,r,3,4.0,kurt & courtney (1998),documentary,"",1998,02
1857,tt0119987,29825,movie,4300,10,1,6.1,r,1,3.5,real blonde  the (1997),comedy,"",1998,02
1858,tt0117786,10622,"","","","","","",8,2.56,mr. nice guy (yat goh ho yan) (1997),action|comedy,"","",""
